age,education_level,marital_status,num_dependents,region,employment_type,employment_years,months_employed,annual_income,monthly_income,savings_balance,investment_balance,credit_score,num_credit_lines,num_late_payments,credit_util_rate,loan_purpose,loan_amount,loan_term_months,interest_rate,monthly_payment,debt_to_income,loan_to_income,property_type,has_cosigner,num_prev_loans
70,High School,Married,3,North,Unemployed,11.0,132,62985.28,5248.77,13350.73,22234.63,676,11,4,0.2415,Medical,50878.55,84,2.23,654.78,0.1247,0.8078,Own,1,6
48,High School,Married,0,East,Self-Employed,8.9,106,40788.05,3399.0,124.46,1404.44,756,14,9,0.2478,Personal,43587.61,48,3.23,969.18,0.2851,1.0686,Mortgage,0,3
42,Associate,Married,0,East,Unemployed,7.3,87,46148.19,3845.68,504.54,4375.77,688,2,1,0.2316,Car,22342.04,120,8.09,272.17,0.0708,0.4841,Rent,0,7
34,PhD,Married,0,North,Employed,0.0,0,110831.49,9235.96,20468.59,1199.24,519,7,3,0.2074,Vacation,23006.6,120,5.4,248.5,0.0269,0.2076,Rent,0,5
54,Bachelor,Married,4,South,Self-Employed,0.0,0,79809.38,6650.78,13552.65,12857.74,781,10,3,0.4849,Medical,5209.17,60,6.83,102.73,0.0154,0.0653,Other,0,4
60,Master,Single,1,South,Employed,6.2,73,105734.53,8811.21,656.93,12103.86,788,2,9,0.3354,Personal,10206.89,120,5.02,108.36,0.0123,0.0965,Own,1,5
18,Master,Single,0,East,Employed,14.3,172,46565.96,3880.5,183.49,12333.26,725,19,5,0.0965,Personal,47964.6,120,10.24,640.14,0.165,1.03,Rent,0,1
49,Master,Divorced,4,East,Retired,4.5,53,92254.59,7687.88,25046.15,35620.88,754,19,7,0.1755,Medical,26001.94,120,4.02,263.56,0.0343,0.2818,Rent,0,5
74,Bachelor,Married,2,East,Employed,4.7,56,88610.59,7384.22,9861.11,12858.81,718,11,7,0.3273,Vacation,24661.99,36,5.37,743.28,0.1007,0.2783,Rent,0,5
33,Master,Single,3,South,Employed,3.1,37,68720.22,5726.69,22043.1,12505.56,732,19,5,0.161,Education,42351.67,12,9.88,3721.11,0.6498,0.6163,Mortgage,1,7
34,Master,Married,1,West,Employed,1.5,18,73427.83,6118.99,5593.53,10080.85,634,2,4,0.238,Business,14412.91,24,9.42,661.22,0.1081,0.1963,Rent,0,7
68,Master,Married,1,South,Employed,3.4,41,94838.59,7903.22,44692.07,16173.89,743,14,4,0.1863,Car,105457.95,36,8.5,3329.12,0.4212,1.112,Rent,0,7
21,PhD,Single,1,Central,Unemployed,9.4,112,48392.23,4032.69,4278.98,8096.27,500,16,0,0.1813,Education,5238.0,48,7.13,125.75,0.0312,0.1082,Rent,0,4
40,Bachelor,Single,3,Central,Unemployed,5.5,66,64375.64,5364.64,28736.17,6369.63,667,3,9,0.3226,Home,48988.79,12,7.9,4259.19,0.7939,0.761,Own,0,7
44,Bachelor,Widowed,5,West,Employed,5.3,63,66492.73,5541.06,6513.51,802.93,753,5,6,0.1444,Medical,40822.04,24,5.08,1792.32,0.3235,0.6139,Mortgage,0,5
63,Master,Married,5,North,Employed,4.9,58,107139.52,8928.29,979.98,862.36,797,6,8,0.2762,Vacation,30988.89,60,3.43,562.72,0.063,0.2892,Rent,0,2
25,Bachelor,Single,0,Central,Employed,9.2,110,56156.75,4679.73,1612.19,3766.03,713,7,3,0.0497,Car,1987.13,48,9.7,50.11,0.0107,0.0354,Mortgage,1,3
42,Master,Married,4,Central,Self-Employed,10.0,119,88000.19,7333.35,31145.11,21353.48,776,5,9,0.0693,Car,33958.81,12,9.05,2970.56,0.4051,0.3859,Mortgage,0,7
26,High School,Married,4,East,Employed,0.0,0,43874.75,3656.23,3660.68,713.79,675,19,4,0.4682,Car,12041.95,12,7.21,1043.1,0.2853,0.2745,Mortgage,0,0
62,High School,Married,0,South,Part-Time,4.2,50,62324.86,5193.74,36860.57,24528.7,731,2,1,0.334,Vacation,91445.37,24,10.43,4237.91,0.816,1.4672,Own,0,0
54,Bachelor,Single,3,West,Self-Employed,7.6,90,73667.72,6138.98,13276.05,8440.36,737,3,9,0.2732,Home,8678.16,84,10.24,145.13,0.0236,0.1178,Rent,0,1
46,High School,Single,2,West,Employed,10.2,122,47646.02,3970.5,1253.13,11502.42,491,9,6,0.2082,Business,43798.88,48,7.35,1056.05,0.266,0.9193,Rent,0,0
40,PhD,Single,1,West,Employed,8.6,103,102074.5,8506.21,35392.77,19072.48,742,7,4,0.4214,Home,12630.93,60,9.59,265.82,0.0313,0.1237,Own,0,7
26,High School,Widowed,4,West,Employed,12.1,145,26970.64,2247.55,1594.0,5825.39,689,16,3,0.279,Medical,4191.88,48,8.33,102.99,0.0458,0.1554,Rent,0,3
70,Master,Married,5,Central,Part-Time,0.9,11,121368.01,10114.0,17028.76,15042.99,697,19,9,0.3066,Car,19285.31,12,8.38,1681.02,0.1662,0.1589,Other,0,3
54,Associate,Divorced,3,Central,Self-Employed,10.1,120,66200.33,5516.69,21539.55,19118.37,751,6,5,0.4825,Medical,40862.79,24,5.62,1804.08,0.327,0.6173,Mortgage,0,5
36,PhD,Single,1,West,Retired,18.3,219,72863.49,6071.96,904.97,6493.92,637,17,2,0.6471,Medical,17607.61,36,12.17,586.27,0.0966,0.2417,Rent,0,3
41,Bachelor,Married,2,South,Employed,8.2,98,75196.44,6266.37,4470.34,389.49,682,13,4,0.0754,Home,23282.47,48,4.38,529.69,0.0845,0.3096,Rent,0,5
59,High School,Married,3,Central,Retired,8.4,101,51642.47,4303.54,16677.81,9566.05,685,0,6,0.0888,Car,30568.35,120,3.87,307.61,0.0715,0.5919,Rent,0,3
59,High School,Married,5,Central,Employed,10.6,127,53344.3,4445.36,19524.13,3781.62,710,0,8,0.2498,Business,40345.44,48,9.12,1006.28,0.2264,0.7563,Rent,0,0
44,Bachelor,Married,4,East,Employed,5.3,63,64052.88,5337.74,17267.14,6260.46,507,15,4,0.2825,Personal,8783.79,84,9.43,143.26,0.0268,0.1371,Rent,0,1
35,PhD,Married,4,North,Employed,3.3,39,90600.03,7550.0,1546.34,2066.88,733,1,5,0.4495,Home,110844.98,48,12.67,2955.49,0.3915,1.2235,Mortgage,0,7
55,PhD,Single,4,Central,Employed,8.3,99,149051.97,12421.0,122775.05,26747.33,736,2,9,0.1468,Car,11509.71,24,1.5,487.1,0.0392,0.0772,Mortgage,0,3
55,Associate,Single,4,East,Employed,0.0,0,61124.29,5093.69,16119.86,3695.05,575,14,4,0.3616,Vacation,33170.66,24,9.39,1521.3,0.2987,0.5427,Rent,0,0
52,Bachelor,Married,1,East,Employed,10.0,119,69004.46,5750.37,376.81,616.03,620,11,7,0.2246,Vacation,88771.09,48,7.72,2155.49,0.3748,1.2865,Rent,0,2
22,High School,Single,0,West,Self-Employed,10.8,129,33429.05,2785.75,22255.77,1516.91,770,9,7,0.3467,Personal,9426.02,60,11.46,207.11,0.0743,0.282,Rent,1,6
44,Bachelor,Single,5,North,Part-Time,0.0,0,58412.92,4867.74,12373.42,17381.07,601,14,2,0.1771,Education,33094.49,84,3.81,449.47,0.0923,0.5666,Rent,0,4
52,Bachelor,Divorced,3,Central,Part-Time,8.8,105,73934.76,6161.23,19129.66,35442.45,799,1,1,0.2125,Car,11546.12,12,9.7,1013.5,0.1645,0.1562,Mortgage,0,0
72,Associate,Single,5,North,Unemployed,6.9,83,68876.08,5739.67,11797.08,14396.56,605,9,4,0.0615,Business,7284.75,36,5.41,219.68,0.0383,0.1058,Mortgage,0,7
47,Bachelor,Married,4,South,Part-Time,15.4,184,71606.33,5967.19,23831.04,3227.22,757,5,5,0.4819,Vacation,85887.07,36,4.25,2545.41,0.4266,1.1994,Rent,0,7
37,Master,Divorced,2,East,Retired,14.5,174,66633.26,5552.77,5899.31,768.07,602,19,9,0.4125,Vacation,22702.78,120,11.78,322.79,0.0581,0.3407,Rent,1,7
49,High School,Married,3,West,Employed,12.2,146,45151.75,3762.65,6830.92,5215.8,746,0,3,0.0871,Business,17846.49,24,8.77,813.4,0.2162,0.3953,Mortgage,0,5
28,Associate,Single,3,North,Retired,14.1,168,37706.47,3142.21,1257.67,752.06,698,10,6,0.5096,Home,15144.7,84,10.05,251.82,0.0801,0.4016,Own,0,5
23,Associate,Married,5,East,Employed,6.2,74,37522.02,3126.83,2189.38,7371.9,699,0,4,0.2368,Car,14902.36,84,3.57,200.79,0.0642,0.3972,Rent,0,7
56,High School,Married,2,North,Employed,9.3,111,42354.96,3529.58,7483.81,688.79,597,2,8,0.1846,Home,4053.02,36,10.58,131.88,0.0374,0.0957,Rent,0,7
74,High School,Married,2,Central,Self-Employed,6.7,80,48746.72,4062.23,6866.68,7518.39,679,6,3,0.1298,Business,76092.08,84,7.37,1162.15,0.2861,1.561,Rent,1,6
66,Bachelor,Married,2,South,Employed,3.0,36,80223.42,6685.29,17694.33,5651.43,617,0,3,0.329,Medical,43861.84,60,8.81,906.42,0.1356,0.5467,Rent,0,5
51,High School,Widowed,0,East,Employed,8.4,100,40958.43,3413.2,1636.07,8988.5,609,12,4,0.2379,Car,3130.03,48,4.73,71.7,0.021,0.0764,Rent,0,0
20,Master,Single,2,West,Employed,7.6,91,77831.87,6485.99,6967.15,1943.08,785,13,7,0.1169,Home,24866.2,120,8.69,310.82,0.0479,0.3195,Rent,1,3
74,Master,Single,2,North,Part-Time,7.0,83,112226.44,9352.2,36571.13,26555.49,850,16,2,0.0734,Medical,37863.41,48,10.93,977.28,0.1045,0.3374,Own,0,4
43,PhD,Married,1,North,Unemployed,7.7,92,112109.89,9342.49,26674.68,76.81,618,8,1,0.2586,Medical,26421.22,48,6.06,621.22,0.0665,0.2357,Own,0,7
34,Bachelor,Married,4,Central,Employed,8.3,99,59672.83,4972.74,2126.33,14697.37,713,11,5,0.2564,Medical,42221.26,84,6.91,635.44,0.1278,0.7075,Mortgage,0,1
68,High School,Married,4,East,Employed,12.4,149,53128.99,4427.42,27771.74,25321.47,755,13,8,0.0969,Personal,56775.12,120,10.71,772.74,0.1745,1.0686,Mortgage,0,7
60,High School,Single,1,South,Self-Employed,5.1,60,52244.4,4353.7,8009.95,2771.74,629,16,8,0.306,Car,20323.24,120,2.65,192.96,0.0443,0.389,Mortgage,0,5
60,Associate,Single,0,West,Employed,1.6,19,71336.57,5944.71,2892.85,6489.82,609,12,5,0.2707,Personal,27940.47,120,10.95,384.05,0.0646,0.3917,Mortgage,0,3
33,PhD,Married,3,Central,Employed,11.4,136,98886.57,8240.55,2876.01,14112.12,680,2,5,0.4711,Personal,11739.99,36,4.15,347.41,0.0422,0.1187,Rent,1,1
74,PhD,Widowed,0,West,Employed,12.3,147,153809.59,12817.47,12729.64,18371.67,681,7,0,0.3346,Medical,222545.85,36,11.33,7320.61,0.5711,1.4469,Rent,0,6
43,Bachelor,Single,0,East,Part-Time,9.8,117,59148.37,4929.03,9972.61,5534.53,477,1,2,0.0729,Personal,142832.75,36,12.29,4763.77,0.9665,2.4148,Rent,0,3
48,Associate,Divorced,2,West,Employed,2.3,27,62112.09,5176.01,2806.93,29031.68,700,7,2,0.3644,Medical,10955.96,60,4.86,206.03,0.0398,0.1764,Rent,1,5
60,Bachelor,Married,5,Central,Employed,7.3,88,73160.96,6096.75,21683.22,60587.67,744,9,9,0.0656,Medical,21649.24,12,9.25,1895.75,0.3109,0.2959,Own,0,0
55,Associate,Single,0,South,Employed,9.4,113,69774.0,5814.5,13965.95,169.56,719,9,4,0.0716,Home,9700.08,24,6.85,433.66,0.0746,0.139,Other,0,2
27,PhD,Married,3,West,Employed,2.7,31,95104.01,7925.33,20338.06,12077.78,659,2,3,0.171,Education,81633.59,36,8.27,2568.29,0.3241,0.8584,Own,0,2
35,Associate,Single,3,Central,Employed,4.2,50,39956.5,3329.71,12697.6,1544.45,563,9,5,0.2478,Education,34644.3,24,3.02,1489.39,0.4473,0.8671,Rent,0,7
38,Bachelor,Married,1,South,Self-Employed,7.3,87,62607.66,5217.31,15648.2,22811.83,716,0,7,0.2325,Education,20914.45,12,4.14,1782.24,0.3416,0.3341,Own,0,2
72,Bachelor,Single,3,Central,Unemployed,13.9,166,78836.92,6569.74,36392.74,28072.51,618,4,7,0.4774,Home,50918.14,48,5.38,1181.36,0.1798,0.6459,Rent,0,1
58,High School,Married,3,North,Employed,9.1,109,58116.04,4843.0,17626.7,2078.34,654,15,5,0.4971,Car,11230.79,12,4.37,958.21,0.1979,0.1932,Other,0,0
38,Bachelor,Single,0,South,Employed,5.1,61,51374.03,4281.17,2676.68,5053.34,680,0,5,0.611,Personal,14372.59,84,4.7,201.13,0.047,0.2798,Rent,0,7
59,Master,Divorced,5,South,Employed,7.0,83,103714.81,8642.9,1209.55,15016.43,744,9,6,0.1659,Medical,10016.95,120,7.45,118.66,0.0137,0.0966,Own,0,4
60,High School,Divorced,1,North,Retired,4.7,56,58736.89,4894.74,6061.35,8658.92,763,16,7,0.0942,Business,69565.83,60,5.64,1333.19,0.2724,1.1844,Mortgage,1,2
40,Bachelor,Married,2,West,Employed,5.9,71,62538.09,5211.51,49861.22,3685.01,696,0,1,0.3235,Medical,10684.31,120,7.54,127.03,0.0244,0.1708,Mortgage,0,6
40,Bachelor,Married,0,East,Unemployed,11.6,139,68893.05,5741.09,13518.85,28048.56,682,16,8,0.2583,Vacation,8652.25,36,8.12,271.61,0.0473,0.1256,Rent,1,2
68,High School,Widowed,3,South,Unemployed,0.0,0,60722.0,5060.17,9226.51,3327.2,741,16,7,0.4251,Home,55190.97,60,7.23,1098.93,0.2172,0.9089,Mortgage,0,7
50,High School,Single,3,Central,Retired,14.6,174,57773.1,4814.43,33414.01,9377.0,609,14,6,0.0906,Education,2072.33,12,3.47,175.96,0.0365,0.0359,Rent,1,3
26,Associate,Divorced,0,South,Unemployed,18.9,227,35688.78,2974.07,8400.0,3978.61,625,4,5,0.2101,Medical,26438.95,84,7.02,399.23,0.1342,0.7408,Mortgage,1,5
59,High School,Married,1,Central,Employed,8.8,105,51889.85,4324.15,3850.66,6306.92,796,7,2,0.1724,Vacation,31746.97,120,4.35,326.8,0.0756,0.6118,Own,1,4
51,Bachelor,Divorced,4,West,Self-Employed,3.8,46,55442.81,4620.23,14555.43,5970.03,797,14,5,0.5701,Home,37717.17,24,9.82,1737.38,0.376,0.6803,Rent,0,0
47,Master,Single,4,Central,Retired,13.8,165,84795.42,7066.28,25265.95,950.56,538,10,6,0.2935,Business,6565.76,24,1.5,277.87,0.0393,0.0774,Mortgage,1,0
59,Master,Single,1,North,Self-Employed,9.4,112,88015.21,7334.6,5382.63,381.24,640,5,1,0.2183,Car,46736.06,120,2.78,446.48,0.0609,0.531,Rent,0,1
69,PhD,Married,3,Central,Part-Time,5.4,64,118568.26,9880.69,162644.24,3946.9,754,0,4,0.8073,Education,2517.83,36,4.55,74.96,0.0076,0.0212,Mortgage,0,3
36,Bachelor,Single,4,North,Retired,3.1,37,46356.5,3863.04,2364.83,3020.74,710,14,2,0.1403,Medical,14062.56,60,3.73,257.29,0.0666,0.3034,Mortgage,1,0
41,Master,Single,2,West,Self-Employed,6.0,71,76719.9,6393.32,9493.4,7346.9,668,19,0,0.2441,Business,16902.19,60,7.48,338.56,0.053,0.2203,Rent,1,0
28,Bachelor,Widowed,1,West,Self-Employed,9.0,107,54431.04,4535.92,3453.83,1441.53,583,17,9,0.2848,Personal,102788.56,12,8.58,8968.96,1.0,1.8884,Rent,0,4
54,Associate,Single,0,North,Self-Employed,12.5,149,65470.64,5455.89,3704.81,34715.59,639,6,4,0.1932,Vacation,19812.87,12,10.12,1743.0,0.3195,0.3026,Mortgage,1,7
40,Associate,Single,5,North,Employed,9.4,113,59513.17,4959.43,9021.69,8716.12,612,13,2,0.225,Education,99007.65,36,7.38,3074.3,0.6199,1.6636,Mortgage,0,3
37,Bachelor,Single,1,North,Employed,10.3,123,67153.68,5596.14,9841.18,12622.05,788,13,8,0.0418,Medical,39472.41,36,2.68,1142.31,0.2041,0.5878,Rent,1,3
57,Master,Married,4,North,Self-Employed,6.3,75,86541.87,7211.82,23278.62,8551.05,619,11,0,0.4815,Business,297760.2,84,3.94,4061.94,0.5632,3.4406,Mortgage,1,2
41,Bachelor,Married,1,North,Retired,12.3,147,56859.24,4738.27,12464.49,17951.35,690,8,4,0.075,Home,14184.2,48,7.05,339.99,0.0718,0.2495,Mortgage,0,6
44,Associate,Single,4,Central,Retired,7.0,83,56731.11,4727.59,14594.21,2367.31,713,13,6,0.2297,Medical,17464.31,120,9.19,223.05,0.0472,0.3078,Mortgage,0,3
43,PhD,Married,1,South,Employed,17.2,206,105709.08,8809.09,34699.99,15494.05,671,1,3,0.4355,Home,74880.39,36,6.23,2285.93,0.2595,0.7084,Mortgage,0,4
32,High School,Divorced,3,Central,Unemployed,4.7,56,46648.51,3887.38,16508.27,1610.46,676,11,6,0.0413,Education,57441.09,24,5.34,2528.75,0.6505,1.2314,Own,0,7
25,PhD,Single,5,North,Employed,10.0,119,76314.37,6359.53,1078.13,12826.04,577,13,1,0.4896,Personal,50796.24,84,4.71,711.0,0.1118,0.6656,Mortgage,0,4
65,Master,Married,4,West,Self-Employed,18.9,227,114583.3,9548.61,18269.52,15618.37,648,9,2,0.4574,Vacation,40879.27,24,9.71,1880.81,0.197,0.3568,Mortgage,0,7
23,Master,Married,0,East,Retired,13.2,158,61434.17,5119.51,27032.12,1827.91,654,4,5,0.3821,Medical,23170.25,24,3.9,1005.1,0.1963,0.3772,Rent,0,2
36,Master,Married,3,East,Retired,11.7,140,80160.53,6680.04,10814.27,5751.04,631,7,0,0.1127,Education,5282.37,12,10.93,466.68,0.0699,0.0659,Mortgage,0,4
56,Associate,Divorced,1,West,Self-Employed,9.5,113,66220.69,5518.39,2057.2,10663.5,791,12,2,0.3351,Vacation,5668.27,120,6.41,64.1,0.0116,0.0856,Rent,0,4
25,Bachelor,Divorced,1,South,Self-Employed,8.3,99,49821.5,4151.79,13100.01,26454.14,833,19,4,0.391,Medical,33141.65,12,8.15,2885.31,0.695,0.6652,Own,0,2
55,Master,Married,4,North,Employed,7.1,85,86049.53,7170.79,11902.73,16010.68,758,16,6,0.5011,Business,6238.01,24,6.68,278.4,0.0388,0.0725,Rent,0,6
59,Master,Married,5,South,Part-Time,5.2,62,103237.4,8603.12,25269.26,24652.93,801,12,7,0.0717,Business,42580.63,84,10.26,712.56,0.0828,0.4125,Mortgage,0,6
55,Associate,Single,5,Central,Employed,0.3,3,67273.76,5606.15,426.13,2979.95,629,7,0,0.1042,Personal,18389.73,60,5.26,349.25,0.0623,0.2734,Mortgage,0,2
35,High School,Married,5,East,Employed,11.2,134,41199.21,3433.27,388.43,2044.16,663,10,0,0.1299,Vacation,77683.38,36,6.28,2373.0,0.6912,1.8856,Own,0,6
19,Associate,Married,2,Central,Unemployed,0.3,3,19632.65,1636.05,2434.33,219.86,611,17,3,0.098,Personal,40840.71,36,8.11,1281.84,0.7835,2.0802,Rent,0,6
68,Bachelor,Single,3,Central,Employed,11.3,135,82987.19,6915.6,8983.08,4582.24,689,9,9,0.1493,Business,10713.14,84,9.51,175.16,0.0253,0.1291,Rent,0,3
36,Bachelor,Divorced,3,North,Self-Employed,6.5,77,64228.24,5352.35,8865.32,6058.22,608,7,7,0.2714,Medical,51589.09,120,8.44,637.86,0.1192,0.8032,Mortgage,0,2
63,Master,Married,4,North,Employed,3.2,38,94330.06,7860.84,6495.54,3687.85,595,19,7,0.517,Medical,41441.72,84,7.12,627.95,0.0799,0.4393,Rent,0,4
29,Master,Single,0,North,Employed,15.0,180,80246.67,6687.22,34301.98,2558.59,461,7,0,0.1718,Home,25697.35,60,5.7,493.17,0.0737,0.3202,Other,0,0
27,Bachelor,Divorced,4,North,Employed,0.8,9,46698.24,3891.52,2990.04,5966.83,716,8,4,0.4722,Education,53645.49,84,5.26,764.84,0.1965,1.1488,Own,0,7
62,Associate,Married,4,East,Employed,4.7,56,65485.73,5457.14,515.23,5504.42,774,17,1,0.2413,Home,10706.24,48,11.56,279.62,0.0512,0.1635,Mortgage,0,7
71,Bachelor,Married,5,North,Employed,5.1,61,88449.34,7370.78,11677.96,28220.22,765,6,7,0.2292,Personal,12744.11,60,3.41,231.32,0.0314,0.1441,Other,0,7
67,Associate,Married,3,Central,Self-Employed,8.7,104,64795.19,5399.6,13730.12,2516.5,741,14,9,0.2296,Medical,8989.78,120,7.35,105.99,0.0196,0.1387,Mortgage,0,7
60,Associate,Divorced,2,East,Self-Employed,4.9,59,72500.71,6041.73,7710.32,6156.73,745,9,3,0.2794,Personal,2785.89,84,5.91,40.57,0.0067,0.0384,Rent,0,1
32,High School,Widowed,2,West,Employed,15.3,183,46000.14,3833.34,2531.26,160.75,655,11,0,0.5738,Home,5665.68,60,5.09,107.15,0.028,0.1232,Other,0,4
70,Associate,Single,3,Central,Unemployed,1.1,13,65619.32,5468.28,852.18,1327.44,553,11,6,0.0854,Home,15253.12,12,5.22,1307.32,0.2391,0.2324,Rent,0,5
56,Associate,Married,1,North,Part-Time,28.4,341,62318.5,5193.21,14233.45,175.18,593,2,7,0.2334,Personal,18889.01,60,3.36,342.48,0.0659,0.3031,Rent,0,6
27,Bachelor,Divorced,4,East,Self-Employed,2.7,32,66746.44,5562.2,12902.83,2440.23,655,8,0,0.4791,Personal,52319.44,48,9.7,1319.32,0.2372,0.7839,Rent,1,1
25,High School,Widowed,2,West,Self-Employed,22.8,273,41156.7,3429.72,7125.34,2712.89,506,0,3,0.1379,Home,4997.51,36,5.45,150.78,0.044,0.1214,Mortgage,0,5
67,Associate,Single,1,Central,Self-Employed,13.5,161,60088.16,5007.35,17083.28,2438.23,725,9,8,0.4862,Vacation,8688.69,60,9.14,180.94,0.0361,0.1446,Mortgage,0,7
33,High School,Married,4,Central,Employed,7.4,89,46015.38,3834.62,3647.74,550.05,713,14,2,0.3905,Medical,15864.89,12,6.03,1365.65,0.3561,0.3448,Own,0,3
61,Bachelor,Divorced,2,South,Employed,9.1,109,51431.82,4285.99,1462.93,6187.98,722,11,4,0.1526,Medical,19548.3,36,4.98,585.72,0.1367,0.3801,Mortgage,1,6
25,Bachelor,Single,0,South,Employed,6.1,73,54917.07,4576.42,9865.96,1750.53,753,8,7,0.251,Personal,42074.62,120,7.67,503.2,0.11,0.7661,Mortgage,0,2
33,Associate,Married,3,West,Part-Time,9.7,116,42113.86,3509.49,593.96,6773.39,535,5,0,0.3379,Vacation,4910.02,36,11.88,162.8,0.0464,0.1166,Rent,0,7
34,High School,Married,3,West,Employed,4.3,51,42615.67,3551.31,14918.73,3088.19,616,1,8,0.0711,Vacation,112808.93,12,7.85,9805.49,1.0,2.6471,Mortgage,0,7
34,PhD,Married,1,South,Retired,11.5,138,94679.85,7889.99,1399.63,4445.5,587,6,6,0.3921,Personal,16300.91,36,9.01,518.46,0.0657,0.1722,Other,0,6
56,Bachelor,Married,0,East,Employed,8.9,106,75870.83,6322.57,11535.3,19967.49,634,1,4,0.4806,Personal,100591.94,120,10.49,1357.01,0.2146,1.3258,Rent,0,4
70,Bachelor,Single,2,Central,Employed,3.1,36,90685.45,7557.12,522.11,23133.17,623,18,4,0.4393,Personal,47137.44,84,10.98,806.62,0.1067,0.5198,Rent,0,7
69,Bachelor,Married,4,South,Employed,10.1,121,81232.2,6769.35,1371.44,25006.04,506,0,0,0.2777,Personal,6401.73,84,6.35,94.61,0.014,0.0788,Rent,0,3
60,Master,Single,4,South,Unemployed,9.8,117,95171.53,7930.96,13386.63,14099.64,735,5,5,0.3032,Home,10683.12,12,7.4,926.36,0.1168,0.1123,Other,0,1
29,Master,Divorced,1,Central,Employed,4.4,52,78837.76,6569.81,7832.69,19115.39,787,10,8,0.1545,Business,2097.05,24,6.63,93.54,0.0142,0.0266,Mortgage,1,4
72,Bachelor,Married,2,West,Self-Employed,5.9,70,87645.67,7303.81,5152.91,20258.36,621,7,3,0.3558,Business,6852.12,24,7.32,307.79,0.0421,0.0782,Own,0,6
48,Bachelor,Single,5,South,Self-Employed,10.6,126,63843.38,5320.28,2608.23,6877.58,629,15,9,0.5176,Medical,17184.71,12,10.79,1517.11,0.2852,0.2692,Own,0,6
49,Associate,Widowed,2,South,Employed,13.5,161,57609.08,4800.76,12713.89,7643.87,747,12,5,0.3235,Home,11329.05,60,10.35,242.64,0.0505,0.1967,Own,0,6
57,Bachelor,Married,2,Central,Part-Time,7.3,87,73481.97,6123.5,6514.11,16862.68,674,14,5,0.2484,Personal,6341.06,120,8.61,78.99,0.0129,0.0863,Rent,0,4
61,Bachelor,Married,4,South,Unemployed,12.7,151,76033.17,6336.1,16333.9,25907.11,724,16,6,0.2248,Medical,12515.24,48,8.08,306.02,0.0483,0.1646,Rent,1,1
72,High School,Single,2,West,Self-Employed,13.8,166,63801.46,5316.79,8107.78,8576.66,598,5,2,0.4332,Business,9954.32,120,5.81,109.56,0.0206,0.156,Rent,0,0
51,PhD,Married,5,East,Employed,14.5,174,102140.68,8511.72,39442.07,2246.12,728,18,7,0.0901,Car,8636.16,36,7.54,268.81,0.0316,0.0846,Mortgage,1,7
52,Master,Widowed,2,South,Part-Time,10.1,121,108895.82,9074.65,63049.27,2700.77,711,13,9,0.0867,Business,25834.35,36,7.39,802.28,0.0884,0.2372,Rent,0,3
60,Associate,Single,2,South,Part-Time,3.5,41,67822.12,5651.84,262.99,6918.29,643,3,8,0.4721,Home,3693.07,84,8.85,59.14,0.0105,0.0545,Mortgage,0,3
32,PhD,Divorced,3,West,Retired,12.5,149,65457.28,5454.77,2180.84,20187.97,676,19,4,0.1322,Personal,49729.27,120,6.32,560.17,0.1027,0.7597,Mortgage,0,1
35,Associate,Married,4,Central,Employed,7.0,84,51170.4,4264.2,29537.08,10468.26,509,18,7,0.4462,Business,19203.03,60,10.18,409.72,0.0961,0.3753,Own,0,6
53,Bachelor,Married,2,North,Retired,10.5,126,64957.37,5413.11,21165.26,7639.77,657,16,9,0.2938,Personal,31430.45,60,9.3,657.05,0.1214,0.4839,Other,0,2
21,Master,Married,1,Central,Unemployed,4.9,58,60553.81,5046.15,11267.29,21046.38,682,10,8,0.2071,Medical,16842.56,120,4.97,178.4,0.0354,0.2781,Own,0,4
36,Associate,Single,2,South,Employed,5.0,59,48943.18,4078.6,230.84,2319.97,646,8,2,0.6397,Home,14689.69,36,6.18,448.09,0.1099,0.3001,Other,1,4
58,Bachelor,Divorced,1,West,Part-Time,4.5,53,81822.25,6818.52,49071.66,458.09,611,10,0,0.2153,Home,3871.88,36,8.98,123.09,0.0181,0.0473,Own,0,4
73,Bachelor,Single,1,South,Employed,1.4,16,93731.08,7810.92,34666.9,7964.17,790,14,9,0.358,Personal,326322.79,48,3.84,7344.93,0.9403,3.4815,Rent,1,4
47,High School,Divorced,4,South,Employed,5.1,60,48559.67,4046.64,1663.79,2394.76,779,4,1,0.1754,Business,43381.16,84,8.49,686.76,0.1697,0.8934,Other,0,5
40,Bachelor,Single,2,Central,Self-Employed,2.8,34,77276.8,6439.73,23176.25,1814.73,683,3,7,0.2075,Home,19061.58,36,4.69,568.68,0.0883,0.2467,Mortgage,0,7
43,Associate,Single,1,West,Employed,10.8,129,49811.36,4150.95,18028.56,3839.69,708,9,1,0.3462,Home,36752.38,24,7.87,1659.98,0.3999,0.7378,Rent,0,5
57,Bachelor,Divorced,4,Central,Employed,2.7,32,86525.31,7210.44,72394.23,3614.78,534,15,4,0.2029,Home,17698.62,12,16.88,1613.17,0.2237,0.2045,Own,0,5
49,High School,Married,4,North,Self-Employed,4.7,55,56243.04,4686.92,11867.05,3076.96,590,17,2,0.1102,Home,7197.9,36,5.95,218.8,0.0467,0.128,Other,1,4
19,Associate,Single,1,South,Retired,8.0,96,40713.9,3392.82,13320.67,9711.98,642,4,0,0.2356,Education,7559.11,60,10.45,162.28,0.0478,0.1857,Mortgage,0,2
